축제명,개최년도,전체_방문자수,일평균_방문자수,시작일,종료일,기간일수,주말일수,숙박일수,여행유형,연도,1일_평균지출액(원),1인당_평균지출액(원),예상_총지출액(원),평균기온(°C),강수량(mm),일조시간(시간),교통_접근성_지수,지역_인구수(천명),지역_1인당_GRDP(백만원),프로그램_개수,예산(원),예산대비_효율성,소비액_예산비율,축제카테고리,홍보강도지수,예산대비_효율성(1천명기준)
섬낙지축제,2023,288456,72114,20230917,20230920,4,2,4,1,2023,12178.0,69598.0,2793119448,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0022188923076923,21.49,음식/미식,0.57,2.22
섬낙지축제,2024,116725,16675,20240516,20240522,7,2,4,1,2024,12178.0,69598.0,825712650,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.002918125,20.64,음식/미식,0.22,2.92
섬맨드라미축제,2017,376532,37653,20171004,20171013,10,2,4,1,2017,12178.0,69598.0,3501747600,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.00470665,43.77,일반/기타,0.75,4.71
섬맨드라미축제,2018,243087,24308,20181004,20181013,10,2,4,1,2018,12178.0,69598.0,1678758822,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.00405145,27.98,일반/기타,0.48,4.05
섬맨드라미축제,2019,311791,31179,20191004,20191013,10,2,4,1,2019,12178.0,69598.0,2633074995,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0044541571428571,37.62,일반/기타,0.62,4.45
섬맨드라미축제,2020,487971,48797,20201004,20201013,10,2,4,1,2020,12178.0,69598.0,4033568286,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00487971,40.34,일반/기타,0.98,4.88
섬맨드라미축제,2021,477503,47750,20211004,20211013,10,2,4,1,2021,12178.0,69598.0,4372017468,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0039791916666666,36.43,일반/기타,0.95,3.98
섬맨드라미축제,2022,157108,15710,20221004,20221013,10,2,4,1,2022,12178.0,69598.0,1523790492,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0052369333333333,50.79,일반/기타,0.3,5.24
섬맨드라미축제,2023,441396,44139,20231004,20231013,10,2,4,1,2023,12178.0,69598.0,2437830108,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0049044,27.09,일반/기타,0.88,4.9
섬맨드라미축제,2024,191865,19186,20241004,20241013,10,2,4,1,2024,12178.0,69598.0,1399847040,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.0038373,28.0,일반/기타,0.37,3.84
섬병어축제,2017,433175,61882,20170713,20170719,7,2,4,1,2017,12178.0,69598.0,3438543150,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0025480882352941,20.23,일반/기타,0.86,2.55
섬병어축제,2018,265140,44190,20180413,20180418,6,2,4,1,2018,12178.0,69598.0,2379896640,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0022095,19.83,일반/기타,0.52,2.21
섬병어축제,2019,181929,45482,20190911,20190914,4,2,4,1,2019,12178.0,69598.0,1211647140,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.00303215,20.19,일반/기타,0.35,3.03
섬병어축제,2020,219503,73167,20200411,20200413,3,2,4,1,2020,12178.0,69598.0,1805412175,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00219503,18.05,일반/기타,0.43,2.2
섬병어축제,2021,205111,41022,20210516,20210520,5,2,4,1,2021,12178.0,69598.0,1780978813,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0025638875,22.26,일반/기타,0.4,2.56
섬병어축제,2022,451064,112766,20221011,20221014,4,2,4,1,2022,12178.0,69598.0,3626554560,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0032218857142857,25.9,일반/기타,0.9,3.22
섬병어축제,2023,126160,25232,20230411,20230415,5,2,4,1,2023,12178.0,69598.0,1031862640,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.003154,25.8,일반/기타,0.24,3.15
섬병어축제,2024,442676,147558,20240911,20240913,3,2,4,1,2024,12178.0,69598.0,2505988836,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0029511733333333,16.71,일반/기타,0.88,2.95
섬홍도원추리축제,2017,235832,39305,20170317,20170322,6,2,4,1,2017,12178.0,69598.0,2216584968,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.00471664,44.33,일반/기타,0.46,4.72
섬홍도원추리축제,2018,146819,29363,20180518,20180522,5,2,4,1,2018,12178.0,69598.0,872545317,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0048939666666666,29.08,일반/기타,0.28,4.89
섬홍도원추리축제,2019,159182,22740,20190418,20190424,7,2,4,1,2019,12178.0,69598.0,909565948,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.00397955,22.74,일반/기타,0.31,3.98
섬홍도원추리축제,2020,345900,69180,20200714,20200718,5,2,4,1,2020,12178.0,69598.0,2062601700,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0031445454545454,18.75,일반/기타,0.69,3.14
섬홍도원추리축제,2021,273724,45620,20210518,20210523,6,2,4,1,2021,12178.0,69598.0,1397361020,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0030413777777777,15.53,일반/기타,0.54,3.04
섬홍도원추리축제,2022,276048,39435,20220512,20220518,7,2,4,1,2022,12178.0,69598.0,1970154576,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0039435428571428,28.15,일반/기타,0.54,3.94
섬홍도원추리축제,2023,279785,39969,20230417,20230423,7,2,4,1,2023,12178.0,69598.0,2421259390,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0034973125,30.27,일반/기타,0.55,3.5
섬홍도원추리축제,2024,499657,83276,20240713,20240718,6,2,4,1,2024,12178.0,69598.0,3235279075,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0041638083333333,26.96,일반/기타,1.0,4.16
세계장미축제,2017,431490,43149,20170517,20170526,10,2,4,1,2017,12178.0,69598.0,2508251370,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.00359575,20.9,자연/계절,0.86,3.6
세계장미축제,2018,424060,42406,20180517,20180526,10,2,4,1,2018,12178.0,69598.0,4174022580,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.002650375,26.09,자연/계절,0.85,2.65
세계장미축제,2019,445835,44583,20190517,20190526,10,2,4,1,2019,12178.0,69598.0,4173461435,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0040530454545454,37.94,자연/계절,0.89,4.05
세계장미축제,2020,102050,10205,20200517,20200526,10,2,4,1,2020,12178.0,69598.0,629138250,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.00255125,15.73,자연/계절,0.19,2.55
세계장미축제,2021,474717,47471,20210517,20210526,10,2,4,1,2021,12178.0,69598.0,2578188027,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0033908357142857,18.42,자연/계절,0.95,3.39
세계장미축제,2022,343662,34366,20220517,20220526,10,2,4,1,2022,12178.0,69598.0,3262727028,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0038184666666666,36.25,자연/계절,0.68,3.82
세계장미축제,2023,167364,16736,20230517,20230526,10,2,4,1,2023,12178.0,69598.0,1517656752,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.00334728,30.35,자연/계절,0.32,3.35
세계장미축제,2024,287710,28771,20240517,20240526,10,2,4,1,2024,12178.0,69598.0,1975992280,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0041101428571428,28.23,자연/계절,0.57,4.11
순천만갈대축제,2017,342997,171498,20171102,20171103,2,2,4,1,2017,12178.0,69598.0,2647936840,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0042874625,33.1,자연/계절,0.68,4.29
순천만갈대축제,2018,423825,211912,20181102,20181103,2,2,4,1,2018,12178.0,69598.0,2119548825,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0032601923076923,16.3,자연/계절,0.85,3.26
순천만갈대축제,2019,276076,138038,20191102,20191103,2,2,4,1,2019,12178.0,69598.0,1633541692,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0046012666666666,27.23,자연/계절,0.54,4.6
순천만갈대축제,2020,254470,127235,20201102,20201103,2,2,4,1,2020,12178.0,69598.0,1707239230,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.0050894,34.14,자연/계절,0.5,5.09
순천만갈대축제,2021,430721,215360,20211102,20211103,2,2,4,1,2021,12178.0,69598.0,2535223806,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0035893416666666,21.13,자연/계절,0.86,3.59
순천만갈대축제,2022,336293,168146,20221102,20221103,2,2,4,1,2022,12178.0,69598.0,2444850110,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0037365888888888,27.17,자연/계절,0.67,3.74
순천만갈대축제,2023,464359,232179,20231102,20231103,2,2,4,1,2023,12178.0,69598.0,3895507651,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00464359,38.96,자연/계절,0.93,4.64
순천만갈대축제,2024,124826,62413,20241102,20241103,2,2,4,1,2024,12178.0,69598.0,649968982,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0041608666666666,21.67,자연/계절,0.24,4.16
순천야시장페스타,2017,117543,19590,20170911,20170916,6,1,5,1,2017,11144.0,127041.0,14932862543,14.8,18.2,5.3,93.8,291.0,32.7,35,60000000,0.00195905,248.88,일반/기타,0.22,1.96
순천야시장페스타,2018,100503,16750,20181016,20181021,6,1,5,1,2018,13068.0,13068.0,1313453606,14.7,8.7,8.5,53.4,102.0,37.1,31,50000000,0.00201006,26.27,일반/기타,0.19,2.01
순천야시장페스타,2019,93844,15640,20190518,20190523,6,2,5,1,2019,12270.0,139887.0,13127574396,18.7,8.9,5.5,68.4,319.0,36.7,18,50000000,0.00187688,262.55,일반/기타,0.17,1.88
순천야시장페스타,2020,38934,6489,20200313,20200318,6,1,5,1,2020,12178.0,12178.0,474138252,17.6,2.6,6.7,50.1,190.0,26.8,8,20000000,0.0019467,23.71,일반/기타,0.06,1.95
순천야시장페스타,2021,86952,12421,20210812,20210818,7,2,6,1,2021,12982.0,172664.0,15013497518,17.3,18.3,4.8,53.8,252.0,28.9,11,50000000,0.00173904,300.27,일반/기타,0.16,1.74
순천야시장페스타,2022,108163,18027,20220417,20220422,6,2,5,1,2022,14090.0,160632.0,17374471464,15.2,25.1,7.3,40.5,218.0,36.7,32,60000000,0.0018027166666666,289.57,일반/기타,0.2,1.8
순천야시장페스타,2023,38850,6475,20230417,20230422,6,2,5,1,2023,9712.0,9712.0,377338395,25.1,35.3,1.6,84.7,436.0,31.2,38,30000000,0.001295,12.58,일반/기타,0.06,1.3
순천야시장페스타,2024,62043,12408,20241018,20241022,5,2,4,1,2024,20310.0,192948.0,11971122398,16.2,32.6,8.5,70.3,276.0,19.7,30,40000000,0.001551075,299.28,일반/기타,0.11,1.55
영광불갑산상사화축제,2017,191880,19188,20170913,20170922,10,1,5,1,2017,6000.0,68400.0,13124592000,6.7,40.4,5.6,52.6,345.0,31.9,27,50000000,0.0038376,262.49,일반/기타,0.37,3.84
영광불갑산상사화축제,2018,114532,11453,20180913,20180922,10,2,6,1,2018,12050.0,160268.0,18355837482,19.0,8.9,5.6,45.4,349.0,33.7,25,50000000,0.00229064,367.12,일반/기타,0.22,2.29
영광불갑산상사화축제,2019,161083,16108,20190913,20190922,10,2,6,1,2019,11989.0,159465.0,25687132811,12.5,7.7,5.5,55.1,328.0,34.4,23,50000000,0.00322166,513.74,일반/기타,0.31,3.22
영광불갑산상사화축제,2020,61328,6132,20200913,20200922,10,0,2,1,2020,8972.0,51141.0,3136399779,11.4,17.2,6.4,58.3,431.0,28.7,39,20000000,0.0030664,156.82,일반/기타,0.11,3.07
영광불갑산상사화축제,2021,61848,6184,20210913,20210922,10,2,5,1,2021,15370.0,175227.0,10837488974,22.6,24.6,6.1,64.8,185.0,33.3,24,20000000,0.0030924,541.87,일반/기타,0.11,3.09
영광불갑산상사화축제,2022,102777,10277,20220913,20220922,10,2,6,1,2022,16323.0,16323.0,1677659804,18.4,5.8,1.9,58.1,243.0,30.5,11,40000000,0.002569425,41.94,일반/기타,0.19,2.57
영광불갑산상사화축제,2023,81390,8139,20230913,20230922,10,2,2,1,2023,16083.0,16083.0,1309011648,10.6,13.0,8.6,71.1,401.0,26.5,31,30000000,0.002713,43.63,일반/기타,0.15,2.71
영광불갑산상사화축제,2024,108162,10816,20240913,20240922,10,0,3,1,2024,14792.0,112421.0,12159723466,14.8,6.3,8.5,62.0,267.0,28.2,39,40000000,0.00270405,303.99,일반/기타,0.2,2.7
영산강서창들녘억새축제,2017,104374,17395,20170510,20170515,6,1,5,1,2017,12443.0,141850.0,14805545836,18.8,18.6,6.8,59.9,150.0,33.5,17,70000000,0.0014910571428571,211.51,일반/기타,0.2,1.49
영산강서창들녘억새축제,2018,247776,49555,20180411,20180415,5,2,4,1,2018,13266.0,126033.0,31228051718,22.3,16.5,5.8,45.6,50.0,34.3,31,110000000,0.002252509090909,283.89,일반/기타,0.49,2.25
영산강서창들녘억새축제,2019,124632,20772,20190413,20190418,6,2,5,1,2019,10482.0,119495.0,14893000545,22.1,15.7,8.6,84.6,50.0,31.5,34,80000000,0.0015579,186.16,일반/기타,0.24,1.56
영산강서창들녘억새축제,2020,8481,2827,20201011,20201013,3,2,2,1,2020,17280.0,17280.0,146553376,20.3,10.0,8.3,70.4,341.0,33.2,38,0,0.001822625,148.56,일반/기타,0.0,1.82
영산강서창들녘억새축제,2021,54791,10958,20210920,20210924,5,1,4,1,2021,10608.0,100782.0,5521962999,24.4,13.8,7.7,81.4,244.0,24.7,27,30000000,0.0018263666666666,184.07,일반/기타,0.09,1.83
영산강서창들녘억새축제,2022,152890,25481,20220420,20220425,6,2,5,1,2022,18230.0,207830.0,31775266301,18.3,35.1,5.7,72.4,516.0,33.1,21,100000000,0.0015289,317.75,일반/기타,0.29,1.53
영산강서창들녘억새축제,2023,307199,43885,20230316,20230322,7,2,6,1,2023,17925.0,238405.0,73237839034,19.9,47.0,7.0,59.8,68.0,22.6,15,120000000,0.0025599916666666,610.32,일반/기타,0.61,2.56
영산강서창들녘억새축제,2024,159131,22733,20240517,20240523,7,2,6,1,2024,19124.0,19124.0,3043237157,14.5,26.2,2.9,76.3,419.0,18.5,22,100000000,0.00159131,30.43,일반/기타,0.31,1.59
영산포홍어축제,2017,412066,82413,20170820,20170824,5,2,4,1,2017,12178.0,69598.0,3858173958,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0037460545454545,35.07,음식/미식,0.82,3.75
영산포홍어축제,2018,225917,45183,20181012,20181016,5,2,4,1,2018,12178.0,69598.0,1547079616,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0032273857142857,22.1,음식/미식,0.44,3.23
영산포홍어축제,2019,115254,16464,20190519,20190525,7,2,4,1,2019,12178.0,69598.0,1035096174,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0038418,34.5,음식/미식,0.22,3.84
영산포홍어축제,2020,421638,70273,20201010,20201015,6,2,4,1,2020,12178.0,69598.0,2668546902,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.00351365,22.24,음식/미식,0.84,3.51
영산포홍어축제,2021,125934,25186,20210915,20210919,5,2,4,1,2021,12178.0,69598.0,942238188,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.00314835,23.56,음식/미식,0.24,3.15
영산포홍어축제,2022,459383,76563,20220519,20220524,6,2,4,1,2022,12178.0,69598.0,4427073971,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0032813071428571,31.62,음식/미식,0.92,3.28
영산포홍어축제,2023,143088,20441,20230714,20230720,7,2,4,1,2023,12178.0,69598.0,1415426496,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0023848,23.59,음식/미식,0.27,2.38
영산포홍어축제,2024,318441,106147,20240814,20240816,3,2,4,1,2024,12178.0,69598.0,2731905339,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0035382333333333,30.35,음식/미식,0.63,3.54
영취산진달래축제,2017,327645,163822,20170323,20170324,2,2,4,1,2017,12178.0,69598.0,1715221575,18.3,16.5,6.1,67.4,294.0,32.8,21,180000000,0.00182025,9.53,자연/계절,0.65,1.82
영취산진달래축제,2018,435842,217921,20180323,20180324,2,2,4,1,2018,12178.0,69598.0,3294965520,18.3,16.5,6.1,67.4,294.0,32.8,21,220000000,0.0019811,14.98,자연/계절,0.87,1.98
영취산진달래축제,2019,237023,118511,20190323,20190324,2,2,4,1,2019,12178.0,69598.0,2097653550,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0019751916666666,17.48,자연/계절,0.47,1.98
영취산진달래축제,2020,451005,225502,20200323,20200324,2,2,4,1,2020,12178.0,69598.0,4428869100,18.3,16.5,6.1,67.4,294.0,32.8,21,200000000,0.002255025,22.14,자연/계절,0.9,2.26
영취산진달래축제,2021,255002,127501,20210323,20210324,2,2,4,1,2021,12178.0,69598.0,1943370242,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0028333555555555,21.59,자연/계절,0.5,2.83
영취산진달래축제,2022,314057,157028,20220323,20220324,2,2,4,1,2022,12178.0,69598.0,2339410593,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.00196285625,14.62,자연/계절,0.62,1.96
영취산진달래축제,2023,260359,130179,20230323,20230324,2,2,4,1,2023,12178.0,69598.0,2517671530,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0018597071428571,17.98,자연/계절,0.51,1.86
영취산진달래축제,2024,167728,83864,20240323,20240324,2,2,4,1,2024,12178.0,69598.0,1350881312,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0023961142857142,19.3,자연/계절,0.32,2.4
왕인문화축제,2017,492942,123235,20170328,20170331,4,2,4,1,2017,12178.0,69598.0,2740264578,18.3,16.5,6.1,67.4,294.0,32.8,21,230000000,0.0021432260869565,11.91,문화/역사,0.99,2.14
왕인문화축제,2018,214548,53637,20180328,20180331,4,2,4,1,2018,12178.0,69598.0,1789973964,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.00268185,22.37,문화/역사,0.42,2.68
왕인문화축제,2019,240734,60183,20190328,20190331,4,2,4,1,2019,12178.0,69598.0,1755913796,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0020061166666666,14.63,문화/역사,0.47,2.01
왕인문화축제,2020,431186,107796,20200328,20200331,4,2,4,1,2020,12178.0,69598.0,3339104384,18.3,16.5,6.1,67.4,294.0,32.8,21,210000000,0.0020532666666666,15.9,문화/역사,0.86,2.05
왕인문화축제,2021,275150,68787,20210328,20210331,4,2,4,1,2021,12178.0,69598.0,1964846150,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.0017196875,12.28,문화/역사,0.54,1.72
왕인문화축제,2022,260196,65049,20220328,20220331,4,2,4,1,2022,12178.0,69598.0,2070899964,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0018585428571428,14.79,문화/역사,0.51,1.86
왕인문화축제,2023,221172,55293,20230328,20230331,4,2,4,1,2023,12178.0,69598.0,1494459204,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00221172,14.94,문화/역사,0.43,2.21
왕인문화축제,2024,310677,77669,20240328,20240331,4,2,4,1,2024,12178.0,69598.0,2438503773,18.3,16.5,6.1,67.4,294.0,32.8,21,190000000,0.0016351421052631,12.83,문화/역사,0.62,1.64
우주항공축제,2017,198818,66272,20170503,20170505,3,2,4,1,2017,12178.0,69598.0,1982016642,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0022090888888888,22.02,일반/기타,0.39,2.21
우주항공축제,2018,311957,103985,20180503,20180505,3,2,4,1,2018,12178.0,69598.0,2225501238,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0025996416666666,18.55,일반/기타,0.62,2.6
우주항공축제,2019,441292,147097,20190503,20190505,3,2,4,1,2019,12178.0,69598.0,3163622348,18.3,16.5,6.1,67.4,294.0,32.8,21,190000000,0.0023225894736842,16.65,일반/기타,0.88,2.32
우주항공축제,2020,170316,56772,20200503,20200505,3,2,4,1,2020,12178.0,69598.0,1482089832,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0024330857142857,21.17,일반/기타,0.33,2.43
우주항공축제,2021,320971,106990,20210503,20210505,3,2,4,1,2021,12178.0,69598.0,2243266319,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.00229265,16.02,일반/기타,0.64,2.29
우주항공축제,2022,365064,121688,20220503,20220505,3,2,4,1,2022,12178.0,69598.0,2909925144,18.3,16.5,6.1,67.4,294.0,32.8,21,170000000,0.0021474352941176,17.12,일반/기타,0.73,2.15
우주항공축제,2023,335612,111870,20230503,20230505,3,2,4,1,2023,12178.0,69598.0,1980782024,18.3,16.5,6.1,67.4,294.0,32.8,21,150000000,0.0022374133333333,13.21,일반/기타,0.67,2.24
우주항공축제,2024,232028,77342,20240503,20240505,3,2,4,1,2024,12178.0,69598.0,2230021108,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00232028,22.3,일반/기타,0.46,2.32
운주문화축제,2017,375987,125329,20170918,20170920,3,2,4,1,2017,12178.0,69598.0,2352174672,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0034180636363636,21.38,문화/역사,0.75,3.42
운주문화축제,2018,210133,42026,20180915,20180919,5,2,4,1,2018,12178.0,69598.0,1618654499,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0030019,23.12,문화/역사,0.41,3.0
운주문화축제,2019,111023,18503,20190816,20190821,6,2,4,1,2019,12178.0,69598.0,629167341,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0037007666666666,20.97,문화/역사,0.21,3.7
운주문화축제,2020,423673,105918,20200316,20200319,4,2,4,1,2020,12178.0,69598.0,2346724747,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0035306083333333,19.56,문화/역사,0.85,3.53
운주문화축제,2021,366979,73395,20210917,20210921,5,2,4,1,2021,12178.0,69598.0,2755278332,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0045872375,34.44,문화/역사,0.73,4.59
운주문화축제,2022,127532,25506,20221010,20221014,5,2,4,1,2022,12178.0,69598.0,1061576368,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.0031883,26.54,문화/역사,0.24,3.19
운주문화축제,2023,150990,50330,20230312,20230314,3,2,4,1,2023,12178.0,69598.0,756308910,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0025165,12.61,문화/역사,0.29,2.52
운주문화축제,2024,326156,46593,20240915,20240921,7,2,4,1,2024,12178.0,69598.0,1961828340,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0036239555555555,21.8,문화/역사,0.65,3.62
유달산봄축제,2017,493276,164425,20170329,20170331,3,2,4,1,2017,12178.0,69598.0,3274859364,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.003082975,20.47,자연/계절,0.99,3.08
유달산봄축제,2018,124354,41451,20180329,20180331,3,2,4,1,2018,12178.0,69598.0,1065589426,18.3,16.5,6.1,67.4,294.0,32.8,21,30000000,0.0041451333333333,35.52,자연/계절,0.24,4.15
유달산봄축제,2019,306258,102086,20190329,20190331,3,2,4,1,2019,12178.0,69598.0,2242421076,18.3,16.5,6.1,67.4,294.0,32.8,21,90000000,0.0034028666666666,24.92,자연/계절,0.61,3.4
유달산봄축제,2020,431770,143923,20200329,20200331,3,2,4,1,2020,12178.0,69598.0,3455887080,18.3,16.5,6.1,67.4,294.0,32.8,21,110000000,0.0039251818181818,31.42,자연/계절,0.86,3.93
유달산봄축제,2021,456150,152050,20210329,20210331,3,2,4,1,2021,12178.0,69598.0,4154158050,18.3,16.5,6.1,67.4,294.0,32.8,21,130000000,0.0035088461538461,31.96,자연/계절,0.91,3.51
유달산봄축제,2022,302503,100834,20220329,20220331,3,2,4,1,2022,12178.0,69598.0,2466004456,18.3,16.5,6.1,67.4,294.0,32.8,21,70000000,0.0043214714285714,35.23,자연/계절,0.6,4.32
유달산봄축제,2023,205423,68474,20230329,20230331,3,2,4,1,2023,12178.0,69598.0,1792521098,18.3,16.5,6.1,67.4,294.0,32.8,21,50000000,0.00410846,35.85,자연/계절,0.4,4.11
유달산봄축제,2024,484876,161625,20240329,20240331,3,2,4,1,2024,12178.0,69598.0,2446684296,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0034634,17.48,자연/계절,0.97,3.46
유자축제,2017,392822,130940,20171101,20171103,3,2,4,1,2017,12178.0,69598.0,2092562794,18.3,16.5,6.1,67.4,294.0,32.8,21,140000000,0.0028058714285714,14.95,음식/미식,0.78,2.81
유자축제,2018,434402,144800,20181101,20181103,3,2,4,1,2018,12178.0,69598.0,3768437350,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.0027150125,23.55,음식/미식,0.87,2.72
유자축제,2019,134911,44970,20191101,20191103,3,2,4,1,2019,12178.0,69598.0,1211905513,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0022485166666666,20.2,음식/미식,0.26,2.25
유자축제,2020,186925,62308,20201101,20201103,3,2,4,1,2020,12178.0,69598.0,1761768125,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0023365625,22.02,음식/미식,0.36,2.34
유자축제,2021,284466,94822,20211101,20211103,3,2,4,1,2021,12178.0,69598.0,1682331924,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.00237055,14.02,음식/미식,0.56,2.37
유자축제,2022,481009,160336,20221101,20221103,3,2,4,1,2022,12178.0,69598.0,3328582280,18.3,16.5,6.1,67.4,294.0,32.8,21,180000000,0.0026722722222222,18.49,음식/미식,0.96,2.67
유자축제,2023,203145,67715,20231101,20231103,3,2,4,1,2023,12178.0,69598.0,1991227290,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00203145,19.91,음식/미식,0.4,2.03
유자축제,2024,114596,38198,20241101,20241103,3,2,4,1,2024,12178.0,69598.0,719548284,18.3,16.5,6.1,67.4,294.0,32.8,21,40000000,0.0028649,17.99,음식/미식,0.22,2.86
장보고수산물축제,2017,164027,32805,20170810,20170814,5,2,4,1,2017,12178.0,69598.0,1404399174,18.3,16.5,6.1,67.4,294.0,32.8,21,60000000,0.0027337833333333,23.41,음식/미식,0.32,2.73
장보고수산물축제,2018,487061,121765,20180717,20180720,4,2,4,1,2018,12178.0,69598.0,3201451953,18.3,16.5,6.1,67.4,294.0,32.8,21,180000000,0.0027058944444444,17.79,음식/미식,0.97,2.71
장보고수산물축제,2019,471931,157310,20190815,20190817,3,2,4,1,2019,12178.0,69598.0,2947681026,18.3,16.5,6.1,67.4,294.0,32.8,21,160000000,0.00294956875,18.42,음식/미식,0.94,2.95
장보고수산물축제,2020,227896,75965,20200715,20200717,3,2,4,1,2020,12178.0,69598.0,1825219064,18.3,16.5,6.1,67.4,294.0,32.8,21,80000000,0.0028487,22.82,음식/미식,0.45,2.85
장보고수산물축제,2021,273672,91224,20210818,20210820,3,2,4,1,2021,12178.0,69598.0,2548433664,18.3,16.5,6.1,67.4,294.0,32.8,21,100000000,0.00273672,25.48,음식/미식,0.54,2.74
장보고수산물축제,2022,409001,58428,20220819,20220825,7,2,4,1,2022,12178.0,69598.0,3577531747,18.3,16.5,6.1,67.4,294.0,32.8,21,120000000,0.0034083416666666,29.81,음식/미식,0.82,3.41
